bg_origin,google_duration,trip_path_distance,origin_lat,origin_lng
,mean,mean,mean,mean
530079603001,255.0,96.65,48.02697,-120.33774
530299720001,67.0,40.1,48.04078,-122.40862
530299721001,72.0,30.38007093,47.971973,-122.359905
530330001001,31.857142857142858,7.404285714285715,47.72781285714286,-122.28544428571429
530330001002,15.857142857142858,6.288675659428572,47.7311105,-122.29210642857143
530330001003,7.918032786885246,1.797804873819672,47.724047081967214,-122.29098034426232
530330001004,47.0,5.97,47.73186,-122.29243999999998
530330001005,9.222222222222221,2.6966631422857144,47.72062734920635,-122.29468750793656
530330002002,7.285714285714286,2.0080878759642853,47.72040153571428,-122.29929953571424
530330002003,21.0,12.209824063333334,47.72486133333333,-122.31730066666667
530330002004,18.818181818181817,9.790513986454547,47.73246490909091,-122.311277
530330002005,15.2,4.6068154020000005,47.72135660000001,-122.31274850000003
530330002006,12.0,3.4899999999999998,47.729685,-122.30526
530330003001,18.5,5.039679339499999,47.7327005,-122.3273205
530330003002,10.11111111111111,2.354958738777778,47.73287244444444,-122.34053777777778
530330004011,16.699481865284973,5.156290030559587,47.7305433316062,-122.34946994300519
530330004012,11.6,2.602,47.733560000000004,-122.35658000000001
530330004013,18.195876288659793,6.125715613927838,47.7246147113402,-122.35300634020618
530330004021,9.166666666666666,2.186039369166667,47.72210925000001,-122.35555975000001
530330004022,16.939393939393938,4.673894799636364,47.72117766666668,-122.34744784848485
530330004023,15.0,5.160665262666666,47.71415733333333,-122.35663066666666
530330005001,14.444444444444445,2.6724612171111115,47.724734777777776,-122.36819544444445
530330005002,9.0,2.7697612325,47.720955,-122.361899
530330005003,9.833333333333334,3.0149383133333334,47.71907916666667,-122.36937833333333
530330006001,13.217948717948717,3.6756030346410276,47.72511555128203,-122.34117426923083
530330006002,14.0,6.160561926,47.713435714285716,-122.31393657142857
530330006003,19.457142857142856,3.685125769542857,47.716691657142846,-122.33973505714286
530330006004,15.275,3.780802596225,47.713871550000015,-122.33625827500005
530330006005,11.142857142857142,2.785294335428571,47.719625857142866,-122.32530585714287
530330006006,19.714285714285715,6.235714285714286,47.718022857142856,-122.31445142857145
530330007001,19.3546511627907,6.626723364075573,47.71746595639537,-122.29490539534882
530330007002,12.424242424242424,3.6958206765151513,47.71560260606061,-122.2985106363637
530330007003,11.0,4.928454239454545,47.71822581818182,-122.31021472727271
530330007004,14.714285714285714,6.140276184714287,47.71445242857143,-122.31040114285712
530330008001,15.0,5.9757854906,47.71591070000001,-122.2896125
530330008002,15.4,4.0847900726666655,47.70782160000001,-122.28835066666667
530330009001,10.25,3.2095365577500004,47.715518249999995,-122.280541
530330009002,20.25,3.8760486155000002,47.69631174999999,-122.2740595
530330010001,17.555555555555557,4.371853125666667,47.70997988888889,-122.2989431111111
530330010002,24.11111111111111,3.4004522248333333,47.70519516666667,-122.29805172222223
530330011001,3.3333333333333335,0.660408757,47.70997733333334,-122.303916
530330011002,15.25,3.04021687025,47.70307075,-122.30437375
530330012001,12.125,4.4422118094166665,47.70787583333334,-122.31667849999998
530330012002,10.875,4.1822662660625,47.7061005625,-122.32048431249999
530330012003,26.892086330935253,3.44351639557554,47.70839308633095,-122.32113963309347
530330012004,15.10344827586207,4.917486163109193,47.70776918965516,-122.32575148850572
530330012005,14.26530612244898,5.674115347724489,47.7077055,-122.33279445918369
530330013001,10.105263157894736,2.9464091951052622,47.70459494736843,-122.33598921052632
530330013002,21.650602409638555,5.084604611927711,47.70445193975905,-122.34721584337345
530330013003,14.327272727272728,3.675024535909091,47.699985636363635,-122.34550018181818
530330014001,4.0,1.345889586,47.710206,-122.354501
530330014002,14.8125,4.353775057916667,47.70713358333333,-122.35538543749995
530330014003,15.142857142857142,4.278578358892857,47.70187300000001,-122.36395367857146
530330014004,24.352941176470587,6.115099990235295,47.70432823529411,-122.37396929411767
530330015001,28.526315789473685,5.230649467508773,47.698609473684215,-122.39003466666664
530330015002,4.0,1.26,47.6948975,-122.39767
530330016001,15.5,3.4908938038181816,47.70111690909091,-122.37887186363633
530330016002,11.285714285714286,2.1867386675714284,47.695656142857146,-122.38364392857144
530330016003,13.631578947368421,3.9167782101578963,47.692593754385975,-122.37778584210523
530330017011,14.339506172839506,3.7055452265678994,47.69147942592592,-122.35588718518522
530330017012,10.0,1.492317587555556,47.69430622222222,-122.35331419999999
530330017013,18.772727272727273,4.0657739324090905,47.70289922727272,-122.35286654545456
530330017021,10.5625,2.5545432866875006,47.6991914375,-122.35689725000002
530330017022,20.5,6.6916666666666655,47.690806666666674,-122.36936833333334
530330017023,11.5,2.36625,47.69673125,-122.37115375000002
530330017024,9.11111111111111,2.4311512640000004,47.69965666666666,-122.36231811111111
530330018001,17.333333333333332,6.021568099813334,47.69318126666666,-122.33887139999995
530330018002,17.08730158730159,4.954607851738093,47.69163587301586,-122.34444047619047
530330018003,12.631578947368421,3.8761318207105298,47.69557872807016,-122.34700196491221
530330019001,18.50877192982456,5.0607343028830405,47.699790005847966,-122.32640287719303
530330019002,17.53846153846154,6.00390494276923,47.693874461538456,-122.32008846153846
530330019003,12.142857142857142,3.5471196968571426,47.69212314285714,-122.32773314285716
530330020001,16.764705882352942,2.2074359024705887,47.69048305882354,-122.31532964705885
530330020002,36.26923076923077,2.4353846153846153,47.70101346153846,-122.31636192307691
530330020003,8.166666666666666,1.3749732769999998,47.694462166666675,-122.31685900000001
530330021001,14.142857142857142,4.353631898285714,47.69189485714286,-122.29126857142856
530330021002,6.0,1.5739962973333332,47.70035066666666,-122.302522
530330021003,11.266666666666667,4.556883837066667,47.692643200000006,-122.30113060000001
530330022002,15.666666666666666,5.092910701666667,47.69819966666666,-122.28768000000001
530330022003,21.5,10.8915462305,47.69078974999999,-122.2827185
530330022004,16.966666666666665,2.441666666666667,47.68737700000001,-122.27669599999999
530330024001,9.678571428571429,2.329330403571429,47.68573703571428,-122.28416521428574
530330024002,9.0,2.63,47.68427,-122.28626
530330024003,34.142857142857146,17.531578574285714,47.685050000000004,-122.29173714285714
530330025001,10.9,3.1490323173,47.686232100000005,-122.30113459999998
530330025002,9.64,2.5814662249600007,47.67665488000001,-122.30415392
530330026001,11.555555555555555,5.979030902444445,47.687304000000005,-122.30991866666669
530330026002,8.344827586206897,1.4965726411379312,47.68188741379311,-122.31675555172413
530330026003,13.261818181818182,3.90214480152,47.677219934545434,-122.31091057454546
530330026004,15.428571428571429,2.279118392142857,47.686239,-122.315062
530330027001,17.46153846153846,8.357355291615384,47.688417384615384,-122.32218269230769
530330027002,24.5,8.3987881754375,47.6894053125,-122.32839900000002
530330027003,12.863636363636363,3.7448976864545447,47.68661909090909,-122.33570913636363
530330027004,20.289473684210527,10.576751925868423,47.68671739473686,-122.34222473684213
530330028001,17.8,7.3030134106,47.6855124,-122.34793199999999
530330028002,16.875,5.277413011749999,47.683087687500006,-122.3508866875
530330028003,8.272727272727273,1.9295845649999999,47.68139136363636,-122.34958354545455
530330028004,12.416666666666666,3.7106202126249985,47.6895075,-122.35122216666663
530330029001,17.46875,4.652888404937499,47.68886443750001,-122.3576368125
530330029002,14.80952380952381,4.109645916,47.683110428571425,-122.3559610952381
530330029003,8.0,1.92,47.681581,-122.363033
530330030001,14.25,5.612500000000001,47.6812175,-122.3686275
530330030002,11.786516853932584,3.323952545112359,47.68854316853935,-122.37653116853932
530330030003,11.166666666666666,2.7217602124999987,47.682738055555554,-122.37480286111109
530330030004,8.727272727272727,1.531947229090909,47.68141290909091,-122.37826581818184
530330031001,10.5,2.8928237983076923,47.68663426923078,-122.3872398846154
530330031002,14.5,5.428607743,47.684591,-122.39158
530330031003,14.3,3.360792527399999,47.6831078,-122.3846111
530330031004,13.5,1.2650000000000001,47.682500000000005,-122.39083
530330031005,25.742857142857144,8.222137791371425,47.69008385714286,-122.40192037142856
530330032001,17.357142857142858,2.7524097556666667,47.675925023809526,-122.38820873809523
530330032002,10.608108108108109,2.684773255702702,47.673152202702724,-122.39071021621618
530330032003,20.647058823529413,4.469056676399998,47.66856692941178,-122.39216669411769
530330032004,24.58823529411765,5.44841876382353,47.66834600000001,-122.39888223529415
530330032005,17.666666666666668,5.2232482435,47.67346833333334,-122.395889
530330032006,29.384615384615383,4.924899558692308,47.67528438461538,-122.4056836923077
530330032007,6.875,1.8968622657499998,47.67768162500001,-122.39721775000001
530330033001,18.214285714285715,2.586185007119048,47.67797238095239,-122.37332542857142
530330033002,8.714285714285714,2.385166697809524,47.674011190476186,-122.36905904761906
530330033003,14.702247191011235,3.298509605455052,47.674219393258426,-122.37754551123591
530330033004,17.253012048192772,6.0312203198674705,47.67538639759035,-122.38654581927715
530330033005,12.41025641025641,2.766463978564103,47.67735056410256,-122.38062228205123
530330034001,14.1875,2.5236406951249997,47.67519043750001,-122.36545074999998
530330034002,20.666666666666668,7.583333333333333,47.67612333333333,-122.36243
530330034003,19.15909090909091,4.741064236340912,47.67040595454545,-122.3616504090909
530330035001,13.142857142857142,3.7802111200476194,47.6778029047619,-122.3524149047619
530330035002,18.647058823529413,4.529911140058822,47.67432135294116,-122.3530131764706
530330035003,22.533333333333335,2.9901104344666667,47.667177499999994,-122.35165536666668
530330036001,12.67816091954023,3.561386970051723,47.67678910919536,-122.31909288505746
530330036002,16.8876404494382,4.416707279106742,47.680901404494385,-122.32432853932598
530330036003,18.875,1.6142870342500002,47.675007812500006,-122.327355625
530330036004,16.238888888888887,4.650792299116668,47.678106961111126,-122.32566924999996
530330038001,13.571428571428571,3.868137033380952,47.679340380952375,-122.29147952380953
530330038002,9.5,2.46542659025,47.678835500000005,-122.29908800000001
530330039001,11.235294117647058,4.035672372117647,47.68098429411765,-122.2876847647059
530330039002,20.0,7.819954035,47.680623,-122.27626200000002
530330040001,20.71212121212121,5.021735014924245,47.6820661212121,-122.26036109090913
530330040002,11.0,2.3462236695,47.6773505,-122.27301750000001
530330041001,25.583333333333332,5.152636599958332,47.67407866666667,-122.26079791666668
530330041002,13.652173913043478,2.718447263826087,47.66342508695652,-122.27103304347824
530330041003,34.5,7.865,47.657865,-122.275605
530330041004,20.548387096774192,4.925686093322581,47.66265611290324,-122.28140595161288
530330041005,16.428571428571427,4.682081170571429,47.66014314285714,-122.28719776190478
530330041006,38.5,4.0649999999999995,47.65607,-122.27338499999999
530330042001,23.0,2.6081295987499997,47.67270224999999,-122.26981775
530330042002,9.75,2.3196171635625,47.668161375,-122.28293099999999
530330042003,15.533333333333333,3.6090737447333328,47.66329123333335,-122.28689920000002
