bg_pair,o_bg,d_bg,lat_dest,lon_dest,BLOCKGROUP,URBAN_VILLAGE_NAME,URBAN_VILLAGE_TYPE,NEIGHBORHOOD_DISTRICT_NAME,NEIGHBORHOODS_INCLUDED,CRA_NAME,PCT_IN_VILLAGE,AREA,lon_origin,lat_origin
530330039001-530330042003,530330039001,530330042003,47.66471,-122.29037,530330039001,Outside Villages,Outside Villages,Northeast,"Wedgwood, View Ridge, Bryant, Matthews Beach",Wedgwood/View Ridge,1.0,6124767.796,-122.28558999999998,47.67967
530330039001-530330068001,530330039001,530330068001,47.63613,-122.35318000000001,530330039001,Outside Villages,Outside Villages,Northeast,"Wedgwood, View Ridge, Bryant, Matthews Beach",Wedgwood/View Ridge,1.0,6124767.796,-122.28558999999998,47.67967
530330039002-530330071002,530330039002,530330071002,47.62173,-122.35361,530330039002,Outside Villages,Outside Villages,Northeast,"Wedgwood, View Ridge, Bryant, Matthews Beach",Wedgwood/View Ridge,1.0,4356567.183999999,-122.27776999999999,47.67905
530330040001-530330007002,530330040001,530330007002,47.71478,-122.29738,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330010001,530330040001,530330010001,47.70961,-122.29631,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330013003,530330040001,530330013003,47.70017,-122.34504,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330017011,530330040001,530330017011,47.692190000000004,-122.35763,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330019001,530330040001,530330019001,47.699490000000004,-122.32803999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330024001,530330040001,530330024001,47.687979999999996,-122.28459,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330026003,530330040001,530330026003,47.677620000000005,-122.31200000000001,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330036001,530330040001,530330036001,47.67712,-122.31976,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330036002,530330040001,530330036002,47.68127,-122.32383999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330038002,530330040001,530330038002,47.679520000000004,-122.29836999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330039001,530330040001,530330039001,47.67967,-122.28558999999998,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330040001,530330040001,530330040001,47.68107,-122.25787,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330041001,530330040001,530330041001,47.67242,-122.26100000000001,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330041002,530330040001,530330041002,47.66695,-122.26626999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330041003,530330040001,530330041003,47.659040000000005,-122.27578999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330041004,530330040001,530330041004,47.664390000000004,-122.27873999999998,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330043011,530330040001,530330043011,47.664559999999994,-122.29786999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330043022,530330040001,530330043022,47.664590000000004,-122.30233999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330047003,530330040001,530330047003,47.67026,-122.37762,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330052004,530330040001,530330052004,47.66211,-122.32524,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330053012,530330040001,530330053012,47.663090000000004,-122.31414,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330053023,530330040001,530330053023,47.65576,-122.30146,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330058023,530330040001,530330058023,47.634859999999996,-122.38203999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330059001,530330040001,530330059001,47.65383,-122.36968999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330070005,530330040001,530330070005,47.62575,-122.35857,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330086003,530330040001,530330086003,47.603229999999996,-122.31653,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330090002,530330040001,530330090002,47.59875,-122.31177,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330098001,530330040001,530330098001,47.57867,-122.38373999999999,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330103004,530330040001,530330103004,47.55695,-122.28861,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040001-530330103005,530330040001,530330103005,47.55683,-122.28339,530330040001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,22979801.1,-122.25787,47.68107
530330040002-530330025002,530330040002,530330025002,47.67941,-122.30366000000001,530330040002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3628395.8030000003,-122.27174,47.67925
530330040002-530330053012,530330040002,530330053012,47.663090000000004,-122.31414,530330040002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3628395.8030000003,-122.27174,47.67925
530330041001-530330006001,530330041001,530330006001,47.725120000000004,-122.33652,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330025002,530330041001,530330025002,47.67941,-122.30366000000001,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330026003,530330041001,530330026003,47.677620000000005,-122.31200000000001,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330036004,530330041001,530330036004,47.67734,-122.32611999999999,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330038001,530330041001,530330038001,47.679320000000004,-122.29323000000001,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330040001,530330041001,530330040001,47.68107,-122.25787,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330041001,530330041001,530330041001,47.67242,-122.26100000000001,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330043011,530330041001,530330043011,47.664559999999994,-122.29786999999999,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330053022,530330041001,530330053022,47.65133,-122.31173000000001,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330053023,530330041001,530330053023,47.65576,-122.30146,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041001-530330092002,530330041001,530330092002,47.60041,-122.33338,530330041001,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3927302.8230000003,-122.26100000000001,47.67242
530330041002-530330040001,530330041002,530330040001,47.68107,-122.25787,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330041004,530330041002,530330041004,47.664390000000004,-122.27873999999998,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330042002,530330041002,530330042002,47.670840000000005,-122.28221,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330043011,530330041002,530330043011,47.664559999999994,-122.29786999999999,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330044002,530330041002,530330044002,47.67217,-122.31463000000001,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330053014,530330041002,530330053014,47.65759,-122.31492,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330053021,530330041002,530330053021,47.6559,-122.31522,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330061004,530330041002,530330061004,47.64137,-122.32600000000001,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041002-530330072001,530330041002,530330072001,47.61995,-122.34262,530330041002,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,11473069.74,-122.26626999999999,47.66695
530330041003-530330075004,530330041003,530330075004,47.614740000000005,-122.31743,530330041003,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5055074.095,-122.27578999999999,47.659040000000005
530330041003-530330101005,530330041003,530330101005,47.56879,-122.28546999999999,530330041003,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5055074.095,-122.27578999999999,47.659040000000005
530330041004-530330004011,530330041004,530330004011,47.73015,-122.34948999999999,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330004023,530330041004,530330004023,47.71416,-122.35556000000001,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330012003,530330041004,530330012003,47.70919,-122.32103000000001,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330012004,530330041004,530330012004,47.70752,-122.32643999999999,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330018003,530330041004,530330018003,47.695409999999995,-122.34656000000001,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330022003,530330041004,530330022003,47.693000000000005,-122.2795,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330026003,530330041004,530330026003,47.677620000000005,-122.31200000000001,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330036001,530330041004,530330036001,47.67712,-122.31976,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330039001,530330041004,530330039001,47.67967,-122.28558999999998,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330041002,530330041004,530330041002,47.66695,-122.26626999999999,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330041004,530330041004,530330041004,47.664390000000004,-122.27873999999998,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330041005,530330041004,530330041005,47.65915,-122.28563,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330042003,530330041004,530330042003,47.66471,-122.29037,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330042004,530330041004,530330042004,47.67107,-122.28772,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330043011,530330041004,530330043011,47.664559999999994,-122.29786999999999,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330052004,530330041004,530330052004,47.66211,-122.32524,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330053012,530330041004,530330053012,47.663090000000004,-122.31414,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330053023,530330041004,530330053023,47.65576,-122.30146,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330063004,530330041004,530330063004,47.634029999999996,-122.28946,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330065003,530330041004,530330065003,47.62624,-122.31657,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330066002,530330041004,530330066002,47.6374,-122.32593,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330073002,530330041004,530330073002,47.61741,-122.33207,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330075003,530330041004,530330075003,47.622679999999995,-122.31832,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330075004,530330041004,530330075004,47.614740000000005,-122.31743,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330078001,530330041004,530330078001,47.61182,-122.28493999999999,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330086003,530330041004,530330086003,47.603229999999996,-122.31653,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330087003,530330041004,530330087003,47.603809999999996,-122.30984,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330093001,530330041004,530330093001,47.59066,-122.32143,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330099004,530330041004,530330099004,47.57685,-122.35977,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041004-530330101003,530330041004,530330101003,47.5646,-122.29328000000001,530330041004,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,5190086.501,-122.27873999999998,47.664390000000004
530330041005-530330013001,530330041005,530330013001,47.70284,-122.33786,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330032003,530330041005,530330032003,47.66834,-122.39327,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330041001,530330041005,530330041001,47.67242,-122.26100000000001,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330041004,530330041005,530330041004,47.664390000000004,-122.27873999999998,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330042003,530330041005,530330042003,47.66471,-122.29037,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330042005,530330041005,530330042005,47.67218,-122.29328000000001,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330043011,530330041005,530330043011,47.664559999999994,-122.29786999999999,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330052001,530330041005,530330052001,47.6593,-122.32096999999999,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330052005,530330041005,530330052005,47.6626,-122.31946,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330053022,530330041005,530330053022,47.65133,-122.31173000000001,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330053023,530330041005,530330053023,47.65576,-122.30146,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330081003,530330041005,530330081003,47.60889,-122.34101000000001,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041005-530330093002,530330041005,530330093002,47.589459999999995,-122.33533999999999,530330041005,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,3964037.038,-122.28563,47.65915
530330041006-530330041006,530330041006,530330041006,47.6536,-122.27807,530330041006,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,4736091.252,-122.27807,47.6536
530330041006-530330066001,530330041006,530330066001,47.63046,-122.32711,530330041006,Outside Villages,Outside Villages,Northeast,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",Laurelhurst/Sand Point,1.0,4736091.252,-122.27807,47.6536
530330042001-530330036004,530330042001,530330036004,47.67734,-122.32611999999999,530330042001,Outside Villages,Outside Villages,Northeast,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",Ravenna/Bryant,1.0,7132538.7870000005,-122.27322,47.672709999999995
530330042001-530330040001,530330042001,530330040001,47.68107,-122.25787,530330042001,Outside Villages,Outside Villages,Northeast,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",Ravenna/Bryant,1.0,7132538.7870000005,-122.27322,47.672709999999995
